[2021-03-18 21:12:20][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:08:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:09:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:10:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:11:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:12:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:13:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:14:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:15:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:16:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:17:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:18:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:19:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:20:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:21:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:22:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:23:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:24:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:25:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:26:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:27:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:28:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:29:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:30:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:31:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:32:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:33:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:34:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:35:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:36:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:37:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:38:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:39:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:40:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:41:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:42:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:43:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:44:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:45:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:46:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:47:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:48:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:49:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:50:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:51:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:52:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:53:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:54:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:55:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:56:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:57:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:58:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 08:59:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:00:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:01:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:02:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:03:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:04:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:05:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:06:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:07:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:08:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:09:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:10:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:11:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:12:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:13:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:14:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:15:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:16:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:17:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:18:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:19:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:20:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:21:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:22:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:23:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:24:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:25:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:26:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:27:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:28:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:29:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:30:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:31:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:32:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:33:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:34:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:35:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:36:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:37:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:38:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:39:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:40:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:41:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:42:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:43:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:44:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:45:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:46:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:47:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:48:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:49:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:50:04][CHAT -1001426223726]: CURRENT STAGE: none, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:51:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:52:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:53:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:54:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:55:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:56:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:57:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:58:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 09:59:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:00:04][CHAT -1001426223726]: CURRENT STAGE: notification, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:01:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:02:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:03:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:04:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:05:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:06:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:07:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:08:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:09:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:10:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:11:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:12:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:13:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:14:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:15:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:16:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:17:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:18:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:19:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:20:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:21:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:22:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:23:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:24:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:25:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:26:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:27:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:28:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:29:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:30:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:31:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:32:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:33:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:34:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:35:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:36:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:37:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:38:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:39:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:40:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:41:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:42:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:43:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:44:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:45:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:46:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:47:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:48:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:49:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:50:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:51:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:52:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:53:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:54:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:55:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:56:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:57:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:58:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 10:59:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:00:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:01:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:02:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:03:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:04:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:05:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:06:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
[2021-03-20 11:07:04][CHAT -1001426223726]: CURRENT STAGE: start, AUTO_CHANGE_CURRENT: 500, AUTO_CHANGE_VALUE: 500
